"13 มี.ค. 2557",11.1838
"12 มี.ค. 2557",11.1815
"11 มี.ค. 2557",11.1782
"10 มี.ค. 2557",11.1784
"07 มี.ค. 2557",11.1751
"06 มี.ค. 2557",11.1745
"05 มี.ค. 2557",11.1756
"04 มี.ค. 2557",11.1765
"03 มี.ค. 2557",11.1745
"28 ก.พ. 2557",11.171
"27 ก.พ. 2557",11.169
"26 ก.พ. 2557",11.164
"25 ก.พ. 2557",11.1637
"24 ก.พ. 2557",11.1589
"21 ก.พ. 2557",11.1605
"20 ก.พ. 2557",11.1584
"19 ก.พ. 2557",11.1555
"18 ก.พ. 2557",11.154
"17 ก.พ. 2557",11.1541
"13 ก.พ. 2557",11.148
"12 ก.พ. 2557",11.1445
"11 ก.พ. 2557",11.1426
"10 ก.พ. 2557",11.1408
"07 ก.พ. 2557",11.1379
"06 ก.พ. 2557",11.1372
"05 ก.พ. 2557",11.1363
"04 ก.พ. 2557",11.1352
"03 ก.พ. 2557",11.1346
"31 ม.ค. 2557",11.1322
"30 ม.ค. 2557",11.1329
"29 ม.ค. 2557",11.1322
"28 ม.ค. 2557",11.1314
"27 ม.ค. 2557",11.1308
"24 ม.ค. 2557",11.1284
"23 ม.ค. 2557",11.1278
"22 ม.ค. 2557",11.1274
"21 ม.ค. 2557",11.128
"20 ม.ค. 2557",11.1281
"17 ม.ค. 2557",11.124
"16 ม.ค. 2557",11.1227
"15 ม.ค. 2557",11.1204
"14 ม.ค. 2557",11.1179
"13 ม.ค. 2557",11.1168
"10 ม.ค. 2557",11.1127
"09 ม.ค. 2557",11.1124
"08 ม.ค. 2557",11.1117
"07 ม.ค. 2557",11.1136
"06 ม.ค. 2557",11.1117
"03 ม.ค. 2557",11.1078
"02 ม.ค. 2557",11.1044
"27 ธ.ค. 2556",11.0905
"26 ธ.ค. 2556",11.0846
"25 ธ.ค. 2556",11.0817
"24 ธ.ค. 2556",11.0812
"23 ธ.ค. 2556",11.0785
"20 ธ.ค. 2556",11.0755
"19 ธ.ค. 2556",11.0739
"18 ธ.ค. 2556",11.0722
"17 ธ.ค. 2556",11.0714
"16 ธ.ค. 2556",11.0707
"13 ธ.ค. 2556",11.0678
"12 ธ.ค. 2556",11.0674
"11 ธ.ค. 2556",11.0667
"09 ธ.ค. 2556",11.065
"06 ธ.ค. 2556",11.0611
"04 ธ.ค. 2556",11.06
"03 ธ.ค. 2556",11.0588
"02 ธ.ค. 2556",11.0587
"29 พ.ย. 2556",11.059
"28 พ.ย. 2556",11.056
"27 พ.ย. 2556",11.0522
"26 พ.ย. 2556",11.033
"25 พ.ย. 2556",11.0306
"22 พ.ย. 2556",11.0298
"21 พ.ย. 2556",11.0287
"20 พ.ย. 2556",11.0294
"19 พ.ย. 2556",11.0299
"18 พ.ย. 2556",11.0288
"15 พ.ย. 2556",11.0268
"14 พ.ย. 2556",11.0254
"13 พ.ย. 2556",11.0246
"12 พ.ย. 2556",11.0238
"11 พ.ย. 2556",11.0231
"08 พ.ย. 2556",11.0228
"07 พ.ย. 2556",11.0221
"06 พ.ย. 2556",11.0211
"05 พ.ย. 2556",11.0209
"04 พ.ย. 2556",11.0195
"01 พ.ย. 2556",11.0172
"31 ต.ค. 2556",11.0187
"30 ต.ค. 2556",11.0207
"29 ต.ค. 2556",11.0183
"28 ต.ค. 2556",11.0184
"25 ต.ค. 2556",11.0155
"24 ต.ค. 2556",11.0143
"22 ต.ค. 2556",11.01
"21 ต.ค. 2556",11.0095
"18 ต.ค. 2556",11.0071
"17 ต.ค. 2556",11.0041
"16 ต.ค. 2556",11.001
"15 ต.ค. 2556",11
"14 ต.ค. 2556",10.9986
"11 ต.ค. 2556",10.9956
"10 ต.ค. 2556",10.9936
"09 ต.ค. 2556",10.9925
"08 ต.ค. 2556",10.9914
"07 ต.ค. 2556",10.9905
"04 ต.ค. 2556",10.9878
"03 ต.ค. 2556",10.9876
"02 ต.ค. 2556",10.9871
"01 ต.ค. 2556",10.9826
"30 ก.ย. 2556",10.9812
"27 ก.ย. 2556",10.9793
"26 ก.ย. 2556",10.9804
"25 ก.ย. 2556",10.9805
"24 ก.ย. 2556",10.9798
"23 ก.ย. 2556",10.975
"20 ก.ย. 2556",10.9751
"19 ก.ย. 2556",10.9729
"18 ก.ย. 2556",10.9648
"17 ก.ย. 2556",10.9632
"16 ก.ย. 2556",10.9625
"13 ก.ย. 2556",10.96
"12 ก.ย. 2556",10.9596
"11 ก.ย. 2556",10.9564
"10 ก.ย. 2556",10.955
"09 ก.ย. 2556",10.9529
"06 ก.ย. 2556",10.9498
"05 ก.ย. 2556",10.9498
"04 ก.ย. 2556",10.9514
"03 ก.ย. 2556",10.9529
"02 ก.ย. 2556",10.9496
"30 ส.ค. 2556",10.9452
"29 ส.ค. 2556",10.9399
"28 ส.ค. 2556",10.9464
"27 ส.ค. 2556",10.9541
"26 ส.ค. 2556",10.9596
"23 ส.ค. 2556",10.957
"22 ส.ค. 2556",10.9559
"21 ส.ค. 2556",10.9619
"20 ส.ค. 2556",10.9607
"19 ส.ค. 2556",10.9586
"16 ส.ค. 2556",10.9557
"15 ส.ค. 2556",10.9556
"14 ส.ค. 2556",10.9541
"13 ส.ค. 2556",10.9543
"09 ส.ค. 2556",10.9525
"08 ส.ค. 2556",10.9497
"07 ส.ค. 2556",10.9469
"06 ส.ค. 2556",10.946
"05 ส.ค. 2556",10.9445
"02 ส.ค. 2556",10.9398
"01 ส.ค. 2556",10.9396
"31 ก.ค. 2556",10.9384
"30 ก.ค. 2556",10.9388
"29 ก.ค. 2556",10.939
