"10 มี.ค. 2557",10.5808
"07 มี.ค. 2557",10.5713
"06 มี.ค. 2557",10.5592
"05 มี.ค. 2557",10.5825
"04 มี.ค. 2557",10.6298
"03 มี.ค. 2557",10.4906
"28 ก.พ. 2557",10.6054
"27 ก.พ. 2557",10.5429
"26 ก.พ. 2557",10.6254
"25 ก.พ. 2557",10.6119
"24 ก.พ. 2557",10.632
"21 ก.พ. 2557",10.5351
"20 ก.พ. 2557",10.5006
"19 ก.พ. 2557",10.5474
"18 ก.พ. 2557",10.4674
"17 ก.พ. 2557",10.3995
"13 ก.พ. 2557",10.3857
"12 ก.พ. 2557",10.4208
"11 ก.พ. 2557",10.4293
"10 ก.พ. 2557",10.3174
"07 ก.พ. 2557",10.2422
"06 ก.พ. 2557",10.1431
"05 ก.พ. 2557",10.0099
"04 ก.พ. 2557",10.0213
"03 ก.พ. 2557",10.0891
"31 ม.ค. 2557",10.3156
"30 ม.ค. 2557",10.3788
"29 ม.ค. 2557",10.2981
"28 ม.ค. 2557",10.3054
"27 ม.ค. 2557",10.2983
"24 ม.ค. 2557",10.3563
"23 ม.ค. 2557",10.533
"22 ม.ค. 2557",10.6155
"21 ม.ค. 2557",10.5769
"20 ม.ค. 2557",10.6198
"17 ม.ค. 2557",10.6515
"16 ม.ค. 2557",10.6059
"15 ม.ค. 2557",10.6566
"14 ม.ค. 2557",10.5351
"13 ม.ค. 2557",10.6357
"10 ม.ค. 2557",10.5528
"09 ม.ค. 2557",10.5977
"08 ม.ค. 2557",10.6235
"07 ม.ค. 2557",10.6421
"06 ม.ค. 2557",10.5236
"03 ม.ค. 2557",10.5998
"02 ม.ค. 2557",10.5964
"27 ธ.ค. 2556",10.6037
"26 ธ.ค. 2556",10.4834
"25 ธ.ค. 2556",10.4535
"24 ธ.ค. 2556",10.4376
"23 ธ.ค. 2556",10.425
"20 ธ.ค. 2556",10.3193
"19 ธ.ค. 2556",10.2345
"18 ธ.ค. 2556",10.0572
"17 ธ.ค. 2556",9.9782
"16 ธ.ค. 2556",9.9985
"13 ธ.ค. 2556",9.9265
"12 ธ.ค. 2556",9.9718
"11 ธ.ค. 2556",10.005
"09 ธ.ค. 2556",10.1165
"06 ธ.ค. 2556",10.1437
"04 ธ.ค. 2556",10.1094
"03 ธ.ค. 2556",10.0815
"02 ธ.ค. 2556",10.2111
"29 พ.ย. 2556",10.1907
"28 พ.ย. 2556",10.2124
"27 พ.ย. 2556",10.181
"26 พ.ย. 2556",10.1025
"25 พ.ย. 2556",10.138
"22 พ.ย. 2556",10.0365
"21 พ.ย. 2556",9.9755
"20 พ.ย. 2556",10.0364
"19 พ.ย. 2556",9.9326
"18 พ.ย. 2556",9.9942
"15 พ.ย. 2556",9.9593
"14 พ.ย. 2556",9.9029
"13 พ.ย. 2556",9.8163
"12 พ.ย. 2556",9.8043
"11 พ.ย. 2556",9.8509
"08 พ.ย. 2556",9.7727
"07 พ.ย. 2556",9.8224
"06 พ.ย. 2556",9.7754
"05 พ.ย. 2556",9.7328
"04 พ.ย. 2556",9.7397
"01 พ.ย. 2556",9.7228
"31 ต.ค. 2556",9.8299
"30 ต.ค. 2556",9.7544
"29 ต.ค. 2556",9.7562
"28 ต.ค. 2556",9.7561
"25 ต.ค. 2556",9.7531
"24 ต.ค. 2556",9.7471
"22 ต.ค. 2556",9.6877
"21 ต.ค. 2556",9.6652
"18 ต.ค. 2556",9.6573
"17 ต.ค. 2556",9.5382
"16 ต.ค. 2556",9.59
"15 ต.ค. 2556",9.5611
"14 ต.ค. 2556",9.4807
"11 ต.ค. 2556",9.4843
"10 ต.ค. 2556",9.4494
"09 ต.ค. 2556",9.2847
"08 ต.ค. 2556",9.323
"07 ต.ค. 2556",9.4261
"04 ต.ค. 2556",9.4282
"03 ต.ค. 2556",9.3702
"02 ต.ค. 2556",9.4086
"01 ต.ค. 2556",9.4516
"30 ก.ย. 2556",9.3789
"27 ก.ย. 2556",9.4324
"26 ก.ย. 2556",9.4704
"25 ก.ย. 2556",9.478
"24 ก.ย. 2556",9.5035
"23 ก.ย. 2556",9.4653
"20 ก.ย. 2556",9.4558
"19 ก.ย. 2556",9.4957
"18 ก.ย. 2556",9.566
"17 ก.ย. 2556",9.5791
"16 ก.ย. 2556",9.571
"13 ก.ย. 2556",9.5304
"12 ก.ย. 2556",9.4749
"11 ก.ย. 2556",9.5358
"10 ก.ย. 2556",9.5716
"09 ก.ย. 2556",9.4376
"06 ก.ย. 2556",9.4748
"05 ก.ย. 2556",9.4876
"04 ก.ย. 2556",9.3474
"03 ก.ย. 2556",9.3082
"02 ก.ย. 2556",9.3433
"30 ส.ค. 2556",9.2417
"29 ส.ค. 2556",9.3544
"28 ส.ค. 2556",9.3218
"27 ส.ค. 2556",9.296
"26 ส.ค. 2556",9.4012
"23 ส.ค. 2556",9.3404
"22 ส.ค. 2556",9.3461
"21 ส.ค. 2556",9.2407
"20 ส.ค. 2556",9.2003
"19 ส.ค. 2556",9.174
"16 ส.ค. 2556",9.2125
"15 ส.ค. 2556",9.1963
"14 ส.ค. 2556",9.3224
"13 ส.ค. 2556",9.3095
"09 ส.ค. 2556",9.2925
"08 ส.ค. 2556",9.2228
"07 ส.ค. 2556",9.2483
"06 ส.ค. 2556",9.271
"05 ส.ค. 2556",9.3431
"02 ส.ค. 2556",9.2913
"01 ส.ค. 2556",9.3155
"31 ก.ค. 2556",9.2341
"30 ก.ค. 2556",9.1991
"29 ก.ค. 2556",9.1677
"26 ก.ค. 2556",9.1265
"25 ก.ค. 2556",9.0949
"24 ก.ค. 2556",9.1598
"23 ก.ค. 2556",9.1238
"19 ก.ค. 2556",9.136
"18 ก.ค. 2556",9.1712
"17 ก.ค. 2556",9.1281
"16 ก.ค. 2556",9.0238
"15 ก.ค. 2556",9.1003
"12 ก.ค. 2556",9.0747
"11 ก.ค. 2556",9.0475
"10 ก.ค. 2556",8.9238
"09 ก.ค. 2556",9.0169
"08 ก.ค. 2556",8.9266
"05 ก.ค. 2556",8.7986
"04 ก.ค. 2556",8.8665
"03 ก.ค. 2556",8.7265
"02 ก.ค. 2556",8.7691
"28 มิ.ย. 2556",8.7677
"27 มิ.ย. 2556",8.7846
"26 มิ.ย. 2556",8.7104
"25 มิ.ย. 2556",8.5921
"24 มิ.ย. 2556",8.4916
"21 มิ.ย. 2556",8.6348
"20 มิ.ย. 2556",8.7084
"19 มิ.ย. 2556",8.9224
"18 มิ.ย. 2556",8.9161
"17 มิ.ย. 2556",8.8768
"14 มิ.ย. 2556",8.7251
"13 มิ.ย. 2556",8.7644
"12 มิ.ย. 2556",8.8112
"11 มิ.ย. 2556",8.8933
"10 มิ.ย. 2556",8.8634
"07 มิ.ย. 2556",8.8437
"06 มิ.ย. 2556",8.5998
"05 มิ.ย. 2556",8.6584
"04 มิ.ย. 2556",8.7852
"03 มิ.ย. 2556",8.6554
"31 พ.ค. 2556",8.7815
"30 พ.ค. 2556",8.7421
"29 พ.ค. 2556",8.6951
"28 พ.ค. 2556",8.8317
"27 พ.ค. 2556",8.6829
"23 พ.ค. 2556",8.7164
"22 พ.ค. 2556",8.9309
"21 พ.ค. 2556",8.8164
"20 พ.ค. 2556",8.8461
"17 พ.ค. 2556",8.8179
"16 พ.ค. 2556",8.7442
"15 พ.ค. 2556",8.7871
"14 พ.ค. 2556",8.7196
"13 พ.ค. 2556",8.6732
"10 พ.ค. 2556",8.704
"09 พ.ค. 2556",8.6545
"08 พ.ค. 2556",8.5763
"07 พ.ค. 2556",8.6043
"03 พ.ค. 2556",8.6146
"02 พ.ค. 2556",8.5059
"30 เม.ย. 2556",8.3855
"29 เม.ย. 2556",8.4065
"28 เม.ย. 2556",8.3638
"25 เม.ย. 2556",8.3497
"24 เม.ย. 2556",8.2013
"23 เม.ย. 2556",8.1493
"22 เม.ย. 2556",8.0114
"21 เม.ย. 2556",7.9787
"18 เม.ย. 2556",7.973
"17 เม.ย. 2556",8.0906
"16 เม.ย. 2556",8.2234
"11 เม.ย. 2556",8.2977
"10 เม.ย. 2556",8.2647
"09 เม.ย. 2556",8.0967
"08 เม.ย. 2556",8.0701
"04 เม.ย. 2556",8.155
"03 เม.ย. 2556",8.1999
"02 เม.ย. 2556",8.279
"01 เม.ย. 2556",8.2175
"31 มี.ค. 2556",8.2083
"28 มี.ค. 2556",8.1711
"27 มี.ค. 2556",8.2059
"26 มี.ค. 2556",8.2149
"25 มี.ค. 2556",8.2465
"24 มี.ค. 2556",8.169
"21 มี.ค. 2556",8.163
"20 มี.ค. 2556",8.1491
"19 มี.ค. 2556",8.2155
"18 มี.ค. 2556",8.2825
"17 มี.ค. 2556",8.3176
"14 มี.ค. 2556",8.3228
"13 มี.ค. 2556",8.3339
"12 มี.ค. 2556",8.2881
"11 มี.ค. 2556",8.3181
"10 มี.ค. 2556",8.3815
"07 มี.ค. 2556",8.2602
"06 มี.ค. 2556",8.3064
"05 มี.ค. 2556",8.3243
"04 มี.ค. 2556",8.1904
"03 มี.ค. 2556",8.2048
"28 ก.พ. 2556",8.2054
"27 ก.พ. 2556",8.1397
"26 ก.พ. 2556",8.0773
"25 ก.พ. 2556",8.2279
"21 ก.พ. 2556",8.1206
"20 ก.พ. 2556",8.298
"19 ก.พ. 2556",8.2681
"18 ก.พ. 2556",8.2371
"17 ก.พ. 2556",8.2112
"14 ก.พ. 2556",8.2601
"13 ก.พ. 2556",8.2674
"12 ก.พ. 2556",8.2241
"11 ก.พ. 2556",8.201
"10 ก.พ. 2556",8.227
"07 ก.พ. 2556",8.2196
"06 ก.พ. 2556",8.1904
"05 ก.พ. 2556",8.1478
"04 ก.พ. 2556",8.1717
"03 ก.พ. 2556",8.2264
"31 ม.ค. 2556",8.1677
"30 ม.ค. 2556",8.181
"29 ม.ค. 2556",8.2133
"28 ม.ค. 2556",8.2191
"27 ม.ค. 2556",8.1892
"24 ม.ค. 2556",8.1404
"23 ม.ค. 2556",8.1175
"22 ม.ค. 2556",8.0823
"21 ม.ค. 2556",8.0845
"20 ม.ค. 2556",8.1005
"17 ม.ค. 2556",8.0842
"16 ม.ค. 2556",8.0376
"15 ม.ค. 2556",8.1323
"14 ม.ค. 2556",8.161
"13 ม.ค. 2556",8.1216
"10 ม.ค. 2556",8.0827
"09 ม.ค. 2556",8.1572
"08 ม.ค. 2556",8.1184
"07 ม.ค. 2556",8.101
"06 ม.ค. 2556",8.1472
"03 ม.ค. 2556",8.1695
"02 ม.ค. 2556",8.1761
"01 ม.ค. 2556",7.9377
"27 ธ.ค. 2555",7.9971
"26 ธ.ค. 2555",8.0361
"25 ธ.ค. 2555",8.0208
"24 ธ.ค. 2555",8.0357
"23 ธ.ค. 2555",8.0366
"20 ธ.ค. 2555",8.0616
"19 ธ.ค. 2555",8.0864
"18 ธ.ค. 2555",8.0176
"17 ธ.ค. 2555",7.9607
"16 ธ.ค. 2555",7.9024
"13 ธ.ค. 2555",7.9515
"12 ธ.ค. 2555",7.9709
"11 ธ.ค. 2555",7.9474
"10 ธ.ค. 2555",7.88
"06 ธ.ค. 2555",7.9424
"05 ธ.ค. 2555",7.8612
"03 ธ.ค. 2555",7.8537
"02 ธ.ค. 2555",7.8667
"29 พ.ย. 2555",7.8763
"28 พ.ย. 2555",7.7757
"27 พ.ย. 2555",7.819
"26 พ.ย. 2555",7.7666
"25 พ.ย. 2555",7.7817
"22 พ.ย. 2555",7.7253
"21 พ.ย. 2555",7.6725
"20 พ.ย. 2555",7.6603
"19 พ.ย. 2555",7.6588
"18 พ.ย. 2555",7.4853
"15 พ.ย. 2555",7.4844
"14 พ.ย. 2555",7.5784
"13 พ.ย. 2555",7.6347
"12 พ.ย. 2555",7.6134
"11 พ.ย. 2555",7.6517
"08 พ.ย. 2555",7.6929
"07 พ.ย. 2555",7.7242
"06 พ.ย. 2555",7.8381
"05 พ.ย. 2555",7.8065
"04 พ.ย. 2555",7.8804
"01 พ.ย. 2555",7.8773
"31 ต.ค. 2555",7.7935
"30 ต.ค. 2555",7.8037
"29 ต.ค. 2555",7.756
"28 ต.ค. 2555",7.7925
"25 ต.ค. 2555",7.8131
"24 ต.ค. 2555",7.7978
"23 ต.ค. 2555",7.8841
"21 ต.ค. 2555",7.9445
"18 ต.ค. 2555",8.0261
"17 ต.ค. 2555",7.9941
"16 ต.ค. 2555",7.9451
"15 ต.ค. 2555",7.8508
"14 ต.ค. 2555",7.8196
"11 ต.ค. 2555",7.831
"10 ต.ค. 2555",7.7989
"09 ต.ค. 2555",7.871
"08 ต.ค. 2555",7.9069
"07 ต.ค. 2555",7.9656
"04 ต.ค. 2555",7.8781
"03 ต.ค. 2555",7.9253
"02 ต.ค. 2555",7.867
"01 ต.ค. 2555",7.9555
"30 ก.ย. 2555",7.9082
"27 ก.ย. 2555",7.9486
"26 ก.ย. 2555",7.9021
"25 ก.ย. 2555",8.0458
"24 ก.ย. 2555",8.0255
"23 ก.ย. 2555",8.0756
"20 ก.ย. 2555",8.0171
"19 ก.ย. 2555",8.0409
"18 ก.ย. 2555",8.0435
"17 ก.ย. 2555",8.0663
"16 ก.ย. 2555",8.0279
"13 ก.ย. 2555",7.9751
"12 ก.ย. 2555",7.9517
"11 ก.ย. 2555",7.9427
"10 ก.ย. 2555",7.9312
"09 ก.ย. 2555",7.9037
"06 ก.ย. 2555",7.9013
"05 ก.ย. 2555",7.7181
"04 ก.ย. 2555",7.7578
"03 ก.ย. 2555",7.7791
"02 ก.ย. 2555",7.8207
"30 ส.ค. 2555",7.8131
"29 ส.ค. 2555",7.8576
"28 ส.ค. 2555",7.8167
